Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
93885,2.03485026055662,-0.42360475049953,-0.55519831060149,0.324743621239307,-0.257108839274724,0.250792848430277,-0.875656996072468,0.0822060739405307,2.3796912802566,-0.132171327914948,0.679976823830317,-2.24825168840143,1.16518174937636,1.53299894387335,-0.740894982988274,0.864304226786805,-0.393107092455842,1.28622703875818,0.114587867906649,-0.243032962518026,0.0715046310118975,0.603182100599948,0.00247820175581759,-1.05001318986107,-0.157561468309824,0.649966348142395,-0.0601052086331744,-0.0778066359054233,5.99,
93888,-10.0406314557065,6.1391827154247,-12.9729718943545,7.74055544506762,-8.68470452840193,-3.83742916671056,-11.9077019040753,5.83327300056002,-5.73105424359056,-12.4389449056023,6.98988561330738,-16.218610393127,0.25330336584704,-8.72864506518152,-0.147529091109699,-14.1298545174931,-20.6850275533272,-8.48444905730181,4.85125513655685,-0.0822752254211996,2.82343143164188,1.15300501339169,-0.567342849673059,0.843011621641402,0.549937644887907,0.113891875585392,-0.30737499959267,0.0616306406149363,1,
93889,1.96229010810321,-0.239449828301125,-0.961382205830873,0.49858851490458,0.15839125960816,0.0548309264727393,-0.343172507230118,-0.0438880518679869,1.83015290851644,-0.125907997549243,1.39631249439363,-1.73465536394249,1.54032571805257,1.75292401978305,-1.08768697839265,0.400744058177989,-0.0976673642382287,0.563968647073351,0.103905871350226,-0.152337336172888,-0.148253195786341,-0.173987305121394,0.180553386791837,0.281074268322163,-0.199623533520939,0.156090359077265,-0.0827491134245719,-0.0614584937428797,38.9,
93892,-2.20835596933278,-1.30633822925403,-0.224687769143331,0.00770857850041244,2.6653185878436,-1.04667221368729,0.132468791847363,-0.101254066696824,1.1705640048013,-0.943682626003525,1.67833908213015,-2.31394522448233,1.23732397973221,0.576215881199781,-1.30392383710937,0.686911608311444,0.744932252103402,0.641120012757026,0.206758563474624,-0.896967041590211,-0.707910980958633,-0.958932227743947,1.2785264521948,0.0521357105085161,0.322607687340549,0.206865113524292,0.00767656836289139,-0.135521504579878,0.89,
93897,-10.3008197578448,6.48309458751086,-15.0763627200288,6.55419115286706,-8.88025172157215,-4.47167242014489,-14.900688599735,3.84017023811699,-4.35844142237671,-14.5331616869738,7.58874088021049,-15.8357188077344,0.135035383391472,-11.5670059165135,-0.077026912374336,-11.4674297370042,-19.1729963590355,-6.96985638421183,2.21175583268581,0.113244363257218,1.50874842459643,1.04164209875775,-0.682789602968657,0.573543946252624,-1.6023889741646,-0.393520821299559,-0.468892515546761,0.105920160381125,1,
93899,-1.04745083489072,-0.103632755034824,3.4131001588058,1.50541641729195,-0.135944957204926,1.4217172054015,-1.18789367822663,0.66907645666184,2.24856001937931,-1.01875505854904,0.466345450013645,-1.62022952972831,1.43381246273567,0.36014849034106,-2.55566292223904,-0.513376088014872,0.812775887210263,1.27989797256794,1.13785480947053,0.105784147356786,0.0487919728827009,0.733124582748936,-0.440581081642568,-0.414472712188255,0.514221887863689,-0.201901804465004,0.150205291149447,0.0830647621476218,1,
93900,0.038131575261415,0.949687275651756,0.125690229869521,-0.486069714498592,1.06593274150948,-0.597190606766578,1.18478908463808,-0.582669611252929,1.61720430987714,0.265525446569595,1.56058536634005,-2.47589950560953,0.894992098380292,1.68648149315007,-0.762373832418065,-0.396619203418477,-0.232368136416269,0.955339612032639,0.159598040345116,0.171195029083471,0.112399085787452,1.20691138703392,-0.236676069520854,-0.437188735293873,-0.84078866277291,-0.302644949040359,0.260531118074292,-0.0871768643468079,0.79,
93901,-0.457741005931654,1.23410825581877,0.155102456572222,0.0175944949504206,1.4250042365067,-1.24921692547266,1.66683040762993,-0.409650342786368,0.468431966828377,-0.975863523174775,-0.411050412618258,-3.49883832460101,-0.00177277264731231,2.39758285934555,-1.07554770542703,-0.21552025414013,0.0947558381270561,0.086007073327771,-1.22898701319263,-0.351014451598308,0.035245088421443,0.240960331976179,-0.401263152096315,-0.274762936635151,0.485297890754898,-0.612212025956487,0.0438813231684993,0.115695192043111,15,
93904,-2.90961661664176,0.108928314581247,0.349840723970465,-2.48655743072798,-0.998452622055947,-0.561798205802597,0.0300416016806424,-1.36035101978428,2.74168056741561,-3.5905582929748,0.787614997582872,-2.31596700015907,1.92539601444338,-0.982615774269419,0.839883408313714,1.65533231220419,1.65243672845539,1.94461168108709,-1.63562883690812,-0.820405498505055,1.34222322508803,-0.379063489908759,-0.807702560505494,-0.253131887430447,0.586042989410423,-0.252036190493805,0.765303488359365,-0.391513838154736,300,
93904,-11.3206331107815,7.1919501426236,-13.1790825454686,9.09955188204157,-10.094748875094,-2.44011507020033,-14.1843372950953,4.45250293397358,-6.24196000276902,-12.618162687238,6.05731930477932,-15.7176066468772,0.117817409556609,-8.65374335706751,-2.50255377627617,-11.2313644545234,-21.5851521412337,-9.09089206099764,1.17118873250237,-0.180934725269677,1.08223532776525,-0.350562500439559,0.483043945803059,0.661132920850802,-0.396521511995203,-0.413315388408682,-0.997547797965388,-0.235035882545031,37.93,
93907,-0.111993251706059,1.36908597868298,0.139347795786237,1.15903887694203,0.983241061612957,-0.774366478297534,1.27610468870648,-0.333568657040225,0.718696211404507,-0.348786812492089,-0.298814961306465,-2.93541247566374,0.809464608722163,2.03601963346249,-0.987916494336907,-1.19825862339249,0.93524000185912,-0.00140788865438891,0.582435262477393,-0.0314490923764249,-0.0497945511318972,0.419567929967539,-0.29118133419296,-0.142341148746921,-0.00885916605430242,-0.407237198555655,0.410973883755936,0.234596728382896,4.38,
93912,-0.346389255049532,0.297675051397794,1.47022369052354,-1.21069487112255,0.249878710176408,-0.66245156923604,0.724300002710575,-0.530387180338461,-0.188814498209095,-0.189504842639297,0.241658355263368,-3.33351971608061,1.92365995167715,0.981335562132763,-0.948171424670126,0.0478899469077679,1.4186703608537,-1.50724383869613,1.53501550115673,0.315174612985828,-0.204408861111258,-0.219400621568611,-0.350270278451497,-0.119727782893975,0.57952517906424,-0.124642930482154,-0.175101846507742,-0.178818276793818,29.7,
93916,0.258494625180391,0.149362913482821,0.389304933368738,-1.76981453423307,0.323792889953051,-0.459368707002366,0.5591241992122,-0.441186300806862,0.221147060183899,0.176608270415453,1.52184589645227,-2.70760383662508,1.53830119345737,1.10831609264436,-2.28144026736015,0.728380832963127,0.641313240659982,-1.03878923698433,0.846012336456791,-0.00498156562580628,-0.110230932961296,0.0445227905706199,-0.0991672649203738,-0.457514169431213,-0.387753476623097,-0.475664820280454,-0.277285522364201,-0.214718719717275,19.5,
93918,-0.554934414005529,-0.136713239121097,1.76727977792368,-1.88174225193843,-1.33828411886965,0.58951033917674,-0.0951767927292143,-0.193008966075827,-0.929118567025498,0.571666878624967,0.0704225416930958,-3.54391186948751,2.66430832448958,0.602725464959723,-0.200499001946444,-0.75931684282777,1.47923522668675,0.286221530773221,0.759569443488777,-0.253565772720007,-0.557119670077714,-0.918066345929881,-0.0908688981169837,0.582991925400891,0.0281905984552839,-0.267642484325506,-0.103465789317376,0.0283873077937952,137.8,
93920,-12.3810482122443,8.21302215295327,-16.9625296493409,7.11609059812684,-9.77282635905051,-3.66683564785878,-16.1473633736285,2.07870595319163,-4.25065683444105,-16.7460441053944,7.42580096307482,-15.5648376012203,-0.426338420425742,-14.0295376738875,-1.68188923012087,-11.1337609764854,-15.8335888785336,-5.74853293843859,2.27108150670047,0.53779490001906,0.1677033350947,1.5034133341063,-0.767755381526479,0.371951476263823,-1.41563947948017,-0.517022160118675,-0.434620522533755,0.292721057342818,97,
93922,1.91698082686459,-0.284806267011022,-0.0955470936447225,0.739448566754231,-0.609654792223915,-0.437915440260003,-0.568521024478956,-0.219331543165458,2.51784071678896,-0.599505946683826,0.266945213654186,-1.16829504842802,3.34769228881993,0.924963435508828,-0.387623514715166,-0.0977719868424368,0.200694834807986,0.248214603608079,-0.557799119802069,-0.112421346381163,0.139923858667272,0.942253475214344,0.0572407158201462,0.00577513509270375,-0.0416840647265948,-0.198077064764131,0.0232717786024346,-0.0360366636602294,37.89,
93923,2.19754357261736,-1.45937728310315,-1.06872508476893,-1.37978847057199,-0.971521039007214,-0.302050119737842,-1.1307186549396,-0.253491847607476,0.113286060048946,1.16658647892054,-0.342342056981948,-3.44050817261784,2.10439238450939,0.9915120170932,-0.828900553258517,-0.58358925378162,1.16965124231882,0.304330810338459,-0.354897384752607,-0.323370850621673,-0.206469153378223,0.0258304137265501,0.131965796206083,0.353078265064777,-0.10708559389021,-0.122739992732871,-0.0290984421762548,-0.0436958380233668,80.5,

